วันที่,เวลา,รหัสสินค้า,ชื่อเมนู,จำนวน,ราคาต่อหน่วย,ยอดรวม,ช่องทาง,รหัสสมาชิก
2026-07-03,12:06,C04,คาปูชิโน่,1,70,70,Grab,
2026-07-03,13:45,N03,โกโก้เย็น,1,65,65,หน้าร้าน,M016
2026-07-03,14:12,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,M018
2026-07-03,14:40,C01,เอสเพรสโซ่,1,55,55,หน้าร้าน,
2026-07-03,15:35,C03,ลาเต้เย็น,2,70,140,หน้าร้าน,
2026-07-03,15:54,N01,ชาไทยเย็น,1,60,60,Grab,
2026-07-04,07:33,B02,บราวนี่,1,55,55,หน้าร้าน,M012
2026-07-04,07:38,B02,บราวนี่,1,55,55,Grab,
2026-07-04,08:04,N01,ชาไทยเย็น,1,60,60,Grab,
2026-07-04,08:26,N02,มัทฉะลาเต้,2,85,170,หน้าร้าน,M009
2026-07-04,08:38,N03,โกโก้เย็น,1,65,65,Grab,
2026-07-04,08:43,C05,มอคค่าเย็น,1,75,75,หน้าร้าน,M003
2026-07-04,08:51,C04,คาปูชิโน่,1,70,70,Grab,
2026-07-04,09:08,B02,บราวนี่,1,55,55,หน้าร้าน,
2026-07-04,09:35,N01,ชาไทยเย็น,3,60,180,หน้าร้าน,
2026-07-04,09:37,N02,มัทฉะลาเต้,2,85,170,หน้าร้าน,
2026-07-04,09:49,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,
2026-07-04,10:23,B02,บราวนี่,1,55,55,หน้าร้าน,
2026-07-04,11:16,C04,คาปูชิโน่,1,70,70,หน้าร้าน,
2026-07-04,11:26,C01,เอสเพรสโซ่,1,55,55,หน้าร้าน,M002
2026-07-04,11:43,N03,โกโก้เย็น,1,65,65,หน้าร้าน,M007
2026-07-04,12:06,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,
2026-07-04,12:10,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,
2026-07-04,12:50,C01,เอสเพรสโซ่,1,55,55,หน้าร้าน,
2026-07-04,13:46,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,
2026-07-04,13:56,N02,มัทฉะลาเต้,1,85,85,Grab,
2026-07-04,14:05,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,
2026-07-04,14:16,N01,ชาไทยเย็น,1,60,60,LINE MAN,
2026-07-04,15:09,C02,อเมริกาโน่เย็น,1,60,60,Grab,
2026-07-04,15:33,C06,กาแฟโบราณ (เอสเย็น),2,45,90,LINE MAN,
2026-07-04,15:34,B01,ครัวซองต์เนยสด,2,65,130,หน้าร้าน,
2026-07-04,15:38,C01,เอสเพรสโซ่,2,55,110,หน้าร้าน,M005
2026-07-04,16:38,B04,คุกกี้ช็อกโกแลตชิพ,1,35,35,หน้าร้าน,
2026-07-04,17:25,N04,น้ำส้มคั้นสด,1,50,50,หน้าร้าน,
2026-07-05,07:05,N01,ชาไทยเย็น,2,60,120,หน้าร้าน,
2026-07-05,07:36,N03,โกโก้เย็น,2,65,130,หน้าร้าน,
2026-07-05,07:58,C02,อเมริกาโน่เย็น,3,60,180,หน้าร้าน,M002
2026-07-05,08:00,B04,คุกกี้ช็อกโกแลตชิพ,1,35,35,Grab,
2026-07-05,08:25,N02,มัทฉะลาเต้,2,85,170,Grab,
2026-07-05,08:53,C03,ลาเต้เย็น,1,70,70,Grab,
2026-07-05,09:00,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,M018
2026-07-05,09:15,N04,น้ำส้มคั้นสด,3,50,150,หน้าร้าน,
2026-07-05,09:39,C05,มอคค่าเย็น,1,75,75,หน้าร้าน,
2026-07-05,09:42,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,
2026-07-05,09:52,C04,คาปูชิโน่,1,70,70,Grab,
2026-07-05,09:55,C03,ลาเต้เย็น,1,70,70,Grab,
2026-07-05,10:12,C03,ลาเต้เย็น,1,70,70,Grab,
2026-07-05,10:21,B04,คุกกี้ช็อกโกแลตชิพ,2,35,70,หน้าร้าน,
2026-07-05,10:25,B02,บราวนี่,2,55,110,หน้าร้าน,M011
2026-07-05,10:44,C03,ลาเต้เย็น,1,70,70,Grab,
2026-07-05,10:54,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,M006
2026-07-05,11:01,N01,ชาไทยเย็น,1,60,60,LINE MAN,
2026-07-05,11:46,C06,กาแฟโบราณ (เอสเย็น),3,45,135,หน้าร้าน,
2026-07-05,12:00,N02,มัทฉะลาเต้,1,85,85,Grab,
2026-07-05,12:38,C02,อเมริกาโน่เย็น,2,60,120,Grab,
2026-07-05,13:08,C02,อเมริกาโน่เย็น,2,60,120,หน้าร้าน,
2026-07-05,13:14,N02,มัทฉะลาเต้,1,85,85,LINE MAN,
2026-07-05,13:23,B02,บราวนี่,1,55,55,Grab,
2026-07-05,13:36,C03,ลาเต้เย็น,1,70,70,LINE MAN,
2026-07-05,14:23,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,
2026-07-05,14:31,C03,ลาเต้เย็น,2,70,140,หน้าร้าน,
2026-07-05,15:27,C02,อเมริกาโน่เย็น,1,60,60,LINE MAN,
2026-07-05,16:30,C04,คาปูชิโน่,1,70,70,หน้าร้าน,M007
2026-07-05,16:33,N01,ชาไทยเย็น,2,60,120,Grab,
2026-07-05,16:36,C01,เอสเพรสโซ่,1,55,55,หน้าร้าน,
2026-07-06,07:56,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-07-06,08:00,N01,ชาไทยเย็น,2,60,120,Grab,
2026-07-06,08:05,C06,กาแฟโบราณ (เอสเย็น),1,45,45,Grab,
2026-07-06,08:13,N04,น้ำส้มคั้นสด,1,50,50,หน้าร้าน,
2026-07-06,08:14,C04,คาปูชิโน่,1,70,70,หน้าร้าน,
2026-07-06,08:15,N03,โกโก้เย็น,1,65,65,Grab,
2026-07-06,08:23,C05,มอคค่าเย็น,1,75,75,หน้าร้าน,M001
2026-07-06,08:32,N01,ชาไทยเย็น,2,60,120,หน้าร้าน,
2026-07-06,08:35,B02,บราวนี่,1,55,55,Grab,
2026-07-06,08:40,B04,คุกกี้ช็อกโกแลตชิพ,2,35,70,หน้าร้าน,
2026-07-06,09:39,N01,ชาไทยเย็น,2,60,120,Grab,
2026-07-06,09:56,C06,กาแฟโบราณ (เอสเย็น),2,45,90,LINE MAN,
2026-07-06,10:10,C01,เอสเพรสโซ่,1,55,55,หน้าร้าน,M018
2026-07-06,10:57,B02,บราวนี่,1,55,55,หน้าร้าน,
2026-07-06,11:28,C06,กาแฟโบราณ (เอสเย็น),1,45,45,Grab,
2026-07-06,12:42,C03,ลาเต้เย็น,2,70,140,หน้าร้าน,M003
2026-07-06,13:56,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,M018
2026-07-06,14:38,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,M012
2026-07-06,16:35,C06,กาแฟโบราณ (เอสเย็น),3,45,135,หน้าร้าน,M021
2026-07-06,17:06,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,
2026-07-07,07:03,B04,คุกกี้ช็อกโกแลตชิพ,1,35,35,หน้าร้าน,M012
2026-07-07,08:17,N01,ชาไทยเย็น,1,60,60,Grab,
2026-07-07,08:40,N03,โกโก้เย็น,2,65,130,หน้าร้าน,M010
2026-07-07,08:53,N03,โกโก้เย็น,1,65,65,Grab,
2026-07-07,08:56,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,M003
2026-07-07,09:00,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,M010
2026-07-07,09:10,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,M007
2026-07-07,09:28,C03,ลาเต้เย็น,1,70,70,Grab,
2026-07-07,09:34,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-07-07,09:50,N04,น้ำส้มคั้นสด,3,50,150,หน้าร้าน,
2026-07-07,09:54,C02,อเมริกาโน่เย็น,1,60,60,Grab,
2026-07-07,10:13,N01,ชาไทยเย็น,1,60,60,LINE MAN,
2026-07-07,10:51,B03,เค้กกล้วยหอม,2,45,90,หน้าร้าน,M009
2026-07-07,11:50,C01,เอสเพรสโซ่,1,55,55,หน้าร้าน,
2026-07-07,12:14,C02,อเมริกาโน่เย็น,1,60,60,Grab,
2026-07-07,14:07,B04,คุกกี้ช็อกโกแลตชิพ,2,35,70,LINE MAN,
2026-07-07,17:15,N03,โกโก้เย็น,1,65,65,หน้าร้าน,
2026-07-07,17:37,N03,โกโก้เย็น,1,65,65,หน้าร้าน,
2026-07-08,07:09,C06,กาแฟโบราณ (เอสเย็น),2,45,90,หน้าร้าน,
2026-07-08,07:24,C05,มอคค่าเย็น,1,75,75,หน้าร้าน,
2026-07-08,07:41,B01,ครัวซองต์เนยสด,1,65,65,หน้าร้าน,
2026-07-08,08:23,C03,ลาเต้เย็น,2,70,140,Grab,
2026-07-08,08:29,C03,ลาเต้เย็น,2,70,140,หน้าร้าน,
2026-07-08,08:31,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,
2026-07-08,09:18,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-07-08,11:03,C05,มอคค่าเย็น,1,75,75,หน้าร้าน,M011
2026-07-08,11:20,C06,กาแฟโบราณ (เอสเย็น),1,45,45,Grab,
2026-07-08,12:02,B01,ครัวซองต์เนยสด,1,65,65,หน้าร้าน,M004
2026-07-08,13:32,C05,มอคค่าเย็น,1,75,75,Grab,
2026-07-08,14:49,N01,ชาไทยเย็น,1,60,60,Grab,
2026-07-08,15:41,N01,ชาไทยเย็น,2,60,120,Grab,
2026-07-08,16:52,C05,มอคค่าเย็น,1,75,75,หน้าร้าน,
2026-07-08,17:50,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,
2026-07-09,07:13,B04,คุกกี้ช็อกโกแลตชิพ,1,35,35,หน้าร้าน,
2026-07-09,07:23,B02,บราวนี่,1,55,55,Grab,
2026-07-09,08:15,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-07-09,08:20,B02,บราวนี่,1,55,55,หน้าร้าน,
2026-07-09,08:28,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,
2026-07-09,08:33,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,
2026-07-09,08:35,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,M005
2026-07-09,09:42,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,
2026-07-09,09:47,B04,คุกกี้ช็อกโกแลตชิพ,1,35,35,LINE MAN,
2026-07-09,10:42,C02,อเมริกาโน่เย็น,3,60,180,หน้าร้าน,
2026-07-09,10:47,C02,อเมริกาโน่เย็น,1,60,60,LINE MAN,
2026-07-09,11:33,C02,อเมริกาโน่เย็น,2,60,120,Grab,
2026-07-09,12:52,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-07-09,17:13,B02,บราวนี่,1,55,55,หน้าร้าน,
2026-07-10,07:25,N01,ชาไทยเย็น,1,60,60,Grab,
2026-07-10,08:21,C02,อเมริกาโน่เย็น,1,60,60,Grab,
2026-07-10,08:30,C03,ลาเต้เย็น,2,70,140,หน้าร้าน,
2026-07-10,08:34,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,
2026-07-10,09:05,C05,มอคค่าเย็น,1,75,75,หน้าร้าน,
2026-07-10,09:12,N01,ชาไทยเย็น,1,60,60,Grab,
2026-07-10,09:20,C04,คาปูชิโน่,1,70,70,หน้าร้าน,M012
2026-07-10,09:43,B03,เค้กกล้วยหอม,1,45,45,หน้าร้าน,
2026-07-10,09:48,N03,โกโก้เย็น,1,65,65,หน้าร้าน,M005
2026-07-10,10:09,C04,คาปูชิโน่,1,70,70,Grab,
2026-07-10,11:28,C02,อเมริกาโน่เย็น,2,60,120,Grab,
2026-07-10,11:40,C05,มอคค่าเย็น,1,75,75,Grab,
2026-07-10,11:47,N01,ชาไทยเย็น,1,60,60,Grab,
2026-07-10,12:25,B04,คุกกี้ช็อกโกแลตชิพ,2,35,70,หน้าร้าน,M012
2026-07-10,13:58,N03,โกโก้เย็น,1,65,65,หน้าร้าน,
2026-07-10,14:52,C04,คาปูชิโน่,1,70,70,หน้าร้าน,M011
2026-07-10,14:55,N03,โกโก้เย็น,2,65,130,หน้าร้าน,
2026-07-10,15:38,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,
2026-07-11,07:35,B04,คุกกี้ช็อกโกแลตชิพ,1,35,35,LINE MAN,
2026-07-11,08:01,C05,มอคค่าเย็น,1,75,75,หน้าร้าน,
2026-07-11,08:03,N02,มัทฉะลาเต้,2,85,170,หน้าร้าน,
2026-07-11,08:42,B04,คุกกี้ช็อกโกแลตชิพ,2,35,70,Grab,
2026-07-11,08:44,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,M001
2026-07-11,08:53,B02,บราวนี่,2,55,110,หน้าร้าน,
2026-07-11,09:08,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,
2026-07-11,09:10,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,M012
2026-07-11,09:15,C06,กาแฟโบราณ (เอสเย็น),2,45,90,หน้าร้าน,
2026-07-11,09:22,C05,มอคค่าเย็น,1,75,75,หน้าร้าน,
2026-07-11,09:26,C04,คาปูชิโน่,2,70,140,หน้าร้าน,
2026-07-11,10:13,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,M018
2026-07-11,10:29,N01,ชาไทยเย็น,2,60,120,Grab,
2026-07-11,11:14,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,M015
2026-07-11,11:45,N02,มัทฉะลาเต้,1,85,85,LINE MAN,
2026-07-11,12:09,N04,น้ำส้มคั้นสด,1,50,50,Grab,
2026-07-11,12:25,N02,มัทฉะลาเต้,2,85,170,หน้าร้าน,
2026-07-11,12:42,C01,เอสเพรสโซ่,1,55,55,หน้าร้าน,M001
2026-07-11,12:58,N02,มัทฉะลาเต้,2,85,170,Grab,
2026-07-11,13:39,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,
2026-07-11,14:41,C06,กาแฟโบราณ (เอสเย็น),3,45,135,หน้าร้าน,
2026-07-11,15:19,C05,มอคค่าเย็น,1,75,75,Grab,
2026-07-11,15:27,B04,คุกกี้ช็อกโกแลตชิพ,3,35,105,Grab,
2026-07-11,15:31,B02,บราวนี่,1,55,55,Grab,
2026-07-11,16:28,B02,บราวนี่,1,55,55,LINE MAN,
2026-07-11,16:58,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,
2026-07-12,07:24,N01,ชาไทยเย็น,1,60,60,Grab,
2026-07-12,07:26,C04,คาปูชิโน่,1,70,70,หน้าร้าน,
2026-07-12,07:30,C02,อเมริกาโน่เย็น,1,60,60,Grab,
2026-07-12,07:32,C02,อเมริกาโน่เย็น,2,60,120,หน้าร้าน,
2026-07-12,07:45,C06,กาแฟโบราณ (เอสเย็น),2,45,90,หน้าร้าน,
2026-07-12,08:05,C02,อเมริกาโน่เย็น,1,60,60,Grab,
2026-07-12,08:18,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,M015
2026-07-12,08:23,B02,บราวนี่,2,55,110,หน้าร้าน,
2026-07-12,08:25,B02,บราวนี่,2,55,110,Grab,
2026-07-12,09:24,C02,อเมริกาโน่เย็น,1,60,60,LINE MAN,
2026-07-12,10:00,N02,มัทฉะลาเต้,1,85,85,Grab,
2026-07-12,10:28,N01,ชาไทยเย็น,2,60,120,หน้าร้าน,M024
2026-07-12,10:33,C03,ลาเต้เย็น,1,70,70,Grab,
2026-07-12,10:40,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-07-12,11:52,B01,ครัวซองต์เนยสด,1,65,65,Grab,
2026-07-12,12:02,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,
2026-07-12,12:26,C04,คาปูชิโน่,2,70,140,หน้าร้าน,M007
2026-07-12,12:29,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,M020
2026-07-12,12:39,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,
2026-07-12,13:45,N03,โกโก้เย็น,1,65,65,หน้าร้าน,
2026-07-12,14:55,C02,อเมริกาโน่เย็น,2,60,120,Grab,
2026-07-12,15:56,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-07-12,16:00,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,
2026-07-12,16:47,N01,ชาไทยเย็น,2,60,120,Grab,
2026-07-13,07:12,N02,มัทฉะลาเต้,1,85,85,Grab,
2026-07-13,07:36,N01,ชาไทยเย็น,2,60,120,หน้าร้าน,
2026-07-13,07:40,N04,น้ำส้มคั้นสด,2,50,100,Grab,
2026-07-13,07:50,C01,เอสเพรสโซ่,1,55,55,Grab,
2026-07-13,08:29,B02,บราวนี่,1,55,55,LINE MAN,
2026-07-13,08:35,C04,คาปูชิโน่,1,70,70,หน้าร้าน,M020
2026-07-13,09:31,B02,บราวนี่,1,55,55,หน้าร้าน,M006
2026-07-13,09:54,C04,คาปูชิโน่,1,70,70,หน้าร้าน,
2026-07-13,10:51,N01,ชาไทยเย็น,1,60,60,Grab,
2026-07-13,11:26,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,
2026-07-13,12:35,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-07-13,12:58,N01,ชาไทยเย็น,1,60,60,Grab,
2026-07-13,13:19,N02,มัทฉะลาเต้,1,85,85,Grab,
2026-07-13,13:26,B03,เค้กกล้วยหอม,1,45,45,หน้าร้าน,
2026-07-13,14:36,N01,ชาไทยเย็น,1,60,60,Grab,
2026-07-13,15:14,N02,มัทฉะลาเต้,3,85,255,Grab,
2026-07-13,15:22,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,M018
2026-07-13,16:53,C03,ลาเต้เย็น,1,70,70,LINE MAN,
2026-07-14,07:29,B02,บราวนี่,1,55,55,หน้าร้าน,
2026-07-14,07:39,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-07-14,07:48,C04,คาปูชิโน่,2,70,140,LINE MAN,
2026-07-14,07:59,N03,โกโก้เย็น,1,65,65,Grab,
2026-07-14,08:15,N01,ชาไทยเย็น,3,60,180,LINE MAN,
2026-07-14,08:17,N01,ชาไทยเย็น,2,60,120,หน้าร้าน,M003
2026-07-14,08:41,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,
2026-07-14,08:45,N04,น้ำส้มคั้นสด,1,50,50,Grab,
2026-07-14,08:57,C04,คาปูชิโน่,1,70,70,Grab,
2026-07-14,09:43,C02,อเมริกาโน่เย็น,1,60,60,Grab,
2026-07-14,09:45,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-07-14,09:52,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,
2026-07-14,09:54,C03,ลาเต้เย็น,2,70,140,หน้าร้าน,M003
2026-07-14,11:19,C04,คาปูชิโน่,1,70,70,หน้าร้าน,
2026-07-14,11:49,C06,กาแฟโบราณ (เอสเย็น),1,45,45,Grab,
2026-07-14,12:08,C03,ลาเต้เย็น,1,70,70,LINE MAN,
2026-07-14,12:33,C04,คาปูชิโน่,1,70,70,หน้าร้าน,M017
2026-07-14,13:58,N02,มัทฉะลาเต้,1,85,85,LINE MAN,
2026-07-14,14:07,C01,เอสเพรสโซ่,2,55,110,หน้าร้าน,
2026-07-14,14:39,C03,ลาเต้เย็น,1,70,70,Grab,
2026-07-14,15:21,N04,น้ำส้มคั้นสด,2,50,100,หน้าร้าน,M012
2026-07-15,07:09,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,
2026-07-15,07:37,B03,เค้กกล้วยหอม,1,45,45,Grab,
2026-07-15,07:51,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,
2026-07-15,08:25,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,
2026-07-15,08:27,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,M014
2026-07-15,08:44,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-07-15,08:56,C04,คาปูชิโน่,1,70,70,หน้าร้าน,M014
2026-07-15,09:11,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,
2026-07-15,09:13,N02,มัทฉะลาเต้,1,85,85,Grab,
2026-07-15,09:31,N02,มัทฉะลาเต้,1,85,85,Grab,
2026-07-15,09:59,C05,มอคค่าเย็น,1,75,75,Grab,
2026-07-15,10:15,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,
2026-07-15,12:31,N02,มัทฉะลาเต้,3,85,255,Grab,
2026-07-15,12:58,C04,คาปูชิโน่,1,70,70,Grab,
2026-07-15,14:07,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-07-15,14:08,C02,อเมริกาโน่เย็น,1,60,60,Grab,
2026-07-15,15:03,C01,เอสเพรสโซ่,1,55,55,หน้าร้าน,M003
2026-07-15,16:36,C05,มอคค่าเย็น,3,75,225,หน้าร้าน,
2026-07-15,17:25,B02,บราวนี่,2,55,110,Grab,
2026-07-16,07:50,C04,คาปูชิโน่,1,70,70,Grab,
2026-07-16,08:46,B02,บราวนี่,1,55,55,Grab,
2026-07-16,08:50,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,M001
2026-07-16,09:51,C04,คาปูชิโน่,1,70,70,หน้าร้าน,
2026-07-16,10:00,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-07-16,11:44,C02,อเมริกาโน่เย็น,2,60,120,หน้าร้าน,
2026-07-16,12:23,N04,น้ำส้มคั้นสด,1,50,50,หน้าร้าน,
2026-07-16,12:42,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,M001
2026-07-16,12:48,B03,เค้กกล้วยหอม,1,45,45,หน้าร้าน,
2026-07-16,13:03,C02,อเมริกาโน่เย็น,1,60,60,LINE MAN,
2026-07-16,13:17,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,M024
2026-07-16,13:39,C01,เอสเพรสโซ่,1,55,55,Grab,
2026-07-16,13:55,C01,เอสเพรสโซ่,3,55,165,หน้าร้าน,
2026-07-16,14:00,N03,โกโก้เย็น,1,65,65,หน้าร้าน,
2026-07-16,14:53,N01,ชาไทยเย็น,3,60,180,หน้าร้าน,M007
2026-07-17,07:04,C02,อเมริกาโน่เย็น,2,60,120,หน้าร้าน,M021
2026-07-17,07:26,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,M007
2026-07-17,07:39,C02,อเมริกาโน่เย็น,2,60,120,หน้าร้าน,
2026-07-17,07:55,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,
2026-07-17,08:04,C04,คาปูชิโน่,1,70,70,LINE MAN,
2026-07-17,08:33,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,
2026-07-17,08:51,C02,อเมริกาโน่เย็น,1,60,60,LINE MAN,
2026-07-17,10:27,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,
2026-07-17,11:24,N02,มัทฉะลาเต้,2,85,170,หน้าร้าน,
2026-07-17,11:59,C01,เอสเพรสโซ่,1,55,55,Grab,
2026-07-17,12:11,C04,คาปูชิโน่,1,70,70,Grab,
2026-07-17,13:44,B03,เค้กกล้วยหอม,2,45,90,LINE MAN,
2026-07-17,13:47,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,
2026-07-17,15:44,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,M009
2026-07-17,16:27,N01,ชาไทยเย็น,1,60,60,Grab,
2026-07-17,16:39,C05,มอคค่าเย็น,1,75,75,Grab,
2026-07-17,16:40,C02,อเมริกาโน่เย็น,3,60,180,Grab,
2026-07-17,17:16,B04,คุกกี้ช็อกโกแลตชิพ,1,35,35,หน้าร้าน,
2026-07-18,07:17,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,
2026-07-18,07:39,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,M020
2026-07-18,08:02,B04,คุกกี้ช็อกโกแลตชิพ,1,35,35,Grab,
2026-07-18,08:03,N02,มัทฉะลาเต้,3,85,255,Grab,
2026-07-18,08:05,N03,โกโก้เย็น,1,65,65,Grab,
2026-07-18,08:51,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,
2026-07-18,09:01,N01,ชาไทยเย็น,2,60,120,Grab,
2026-07-18,09:06,N02,มัทฉะลาเต้,1,85,85,Grab,
2026-07-18,09:07,B04,คุกกี้ช็อกโกแลตชิพ,1,35,35,Grab,
2026-07-18,09:10,C01,เอสเพรสโซ่,1,55,55,Grab,
2026-07-18,09:36,N01,ชาไทยเย็น,3,60,180,LINE MAN,
2026-07-18,09:40,N02,มัทฉะลาเต้,1,85,85,Grab,
2026-07-18,09:43,B02,บราวนี่,1,55,55,หน้าร้าน,M007
2026-07-18,09:46,B01,ครัวซองต์เนยสด,2,65,130,หน้าร้าน,M025
2026-07-18,09:59,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-07-18,10:21,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,
2026-07-18,11:18,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,
2026-07-18,11:33,N01,ชาไทยเย็น,1,60,60,Grab,
2026-07-18,11:47,C03,ลาเต้เย็น,1,70,70,Grab,
2026-07-18,12:08,C01,เอสเพรสโซ่,1,55,55,หน้าร้าน,
2026-07-18,12:38,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,
2026-07-18,12:50,N04,น้ำส้มคั้นสด,1,50,50,Grab,
2026-07-18,13:22,C06,กาแฟโบราณ (เอสเย็น),1,45,45,Grab,
2026-07-18,13:43,B01,ครัวซองต์เนยสด,2,65,130,หน้าร้าน,M002
2026-07-18,14:50,C03,ลาเต้เย็น,1,70,70,Grab,
2026-07-18,15:36,C01,เอสเพรสโซ่,2,55,110,หน้าร้าน,
2026-07-18,16:01,C01,เอสเพรสโซ่,1,55,55,หน้าร้าน,M018
2026-07-18,17:06,N02,มัทฉะลาเต้,2,85,170,หน้าร้าน,
2026-07-18,17:15,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,M015
2026-07-19,07:14,C02,อเมริกาโน่เย็น,2,60,120,หน้าร้าน,
2026-07-19,07:23,N01,ชาไทยเย็น,1,60,60,LINE MAN,
2026-07-19,07:30,N03,โกโก้เย็น,1,65,65,หน้าร้าน,
2026-07-19,07:32,C02,อเมริกาโน่เย็น,2,60,120,หน้าร้าน,
2026-07-19,07:47,C02,อเมริกาโน่เย็น,1,60,60,Grab,
2026-07-19,07:54,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,M007
2026-07-19,08:12,N04,น้ำส้มคั้นสด,2,50,100,Grab,
2026-07-19,08:21,C02,อเมริกาโน่เย็น,1,60,60,Grab,
2026-07-19,08:26,B02,บราวนี่,1,55,55,หน้าร้าน,
2026-07-19,08:30,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,M006
2026-07-19,08:59,C02,อเมริกาโน่เย็น,3,60,180,หน้าร้าน,
2026-07-19,09:08,N01,ชาไทยเย็น,1,60,60,LINE MAN,
2026-07-19,09:15,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,M019
2026-07-19,09:17,N01,ชาไทยเย็น,1,60,60,Grab,
2026-07-19,09:28,N01,ชาไทยเย็น,1,60,60,Grab,
2026-07-19,10:00,N03,โกโก้เย็น,1,65,65,Grab,
2026-07-19,11:45,C02,อเมริกาโน่เย็น,2,60,120,Grab,
2026-07-19,12:01,B04,คุกกี้ช็อกโกแลตชิพ,1,35,35,Grab,
2026-07-19,12:11,B01,ครัวซองต์เนยสด,1,65,65,หน้าร้าน,
